nom,prix,ancien_prix,remise_pct,url,image_url,site,categorie,date_scraping,en_promotion,gamme_prix,product_id
"Table de chevet nordique avec 2 étagères, petite étagère, armoire de rangement de chevet blanc",359.1,599.0,40.0,https://www.jumia.ma/generic-table-de-chevet-nordique-avec-2-etageres-petite-etagere-armoire-de-rangement-de-chevet-blanc-65763029.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/036756/1.jpg?1857,jumia,Chambre Adulte,2026-06-11 18:51:13,True,Entrée (<500),jumia_2810
Kitea TABLE DE CHEVET ESPRESSO - BLANC,790.0,,0.0,https://www.jumia.ma/kitea-table-de-chevet-espresso-blanc-67177781.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/777176/1.jpg?9218,jumia,Chambre Adulte,2026-06-11 18:52:11,False,Économique (500-1500),jumia_2820
"Table de chevet Bois MDF Blanc,Table de nuit Table d’appoint",549.0,800.0,31.0,https://www.jumia.ma/generic-table-de-chevet-bois-mdf-blanctable-de-nuit-table-dappoint-66535531.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/553566/1.jpg?9875,jumia,Chambre Adulte,2026-06-11 18:51:22,True,Économique (500-1500),jumia_2822
Afer Table de chevet moderne,1199.0,,0.0,https://www.jumia.ma/afer-table-de-chevet-moderne-40797177.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/179704/1.jpg?1781,jumia,Chambre Adulte,2026-06-11 18:52:00,False,Économique (500-1500),jumia_2827
SALIDOR Matelas Orthodorsal (140x190 cm) - En ressort  et mousse haute qualité,2006.25,2675.0,25.0,https://www.jumia.ma/salidor-matelas-orthodorsal-140x190-cm-en-ressort-et-mousse-haute-qualite-67644465.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/444676/1.jpg?4974,jumia,Chambre Adulte,2026-06-11 18:50:50,True,Milieu (1500-4000),jumia_2850
Kitea Lit SPOSAMI 180x200 Avec Planche Sommier - Blanc / Chêne,4495.0,5290.0,15.0,https://www.jumia.ma/kitea-lit-sposami-180x200-avec-planche-sommier-blanc-chene-67375891.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/857376/1.jpg?9309,jumia,Chambre Adulte,2026-06-11 18:51:39,True,Premium (4000-10k),jumia_2861
Kitea Table De Chevet RICKO - Chêne / Blanc,1190.0,,0.0,https://www.jumia.ma/kitea-table-de-chevet-ricko-chene-blanc-66901635.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/610966/1.jpg?6014,jumia,Chambre Adulte,2026-06-11 18:52:00,False,Économique (500-1500),jumia_2882
Dansmamaison.ma BRUNA Table de Chevet Blanc,850.0,,0.0,https://www.jumia.ma/dansmamaison.ma-bruna-table-de-chevet-blanc-67675227.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/257676/1.jpg?0878,jumia,Chambre Adulte,2026-06-11 18:52:07,False,Économique (500-1500),jumia_2883
Kitea Commode  BELLEVUE 1 porte et 4 tiroirs Chêne Marron Foncé,3495.0,3790.0,8.0,https://www.jumia.ma/kitea-commode-bellevue-1-porte-et-4-tiroirs-chene-marron-fonce-63344424.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/444336/1.jpg?9906,jumia,Chambre Adulte,2026-06-11 18:52:11,True,Milieu (1500-4000),jumia_2913
Kitea Commode LARA Avec 1 porte + 3 Tiroirs + 1 Niche - Chêne,2390.0,2690.0,11.0,https://www.jumia.ma/kitea-commode-lara-avec-1-porte-3-tiroirs-1-niche-chene-65774983.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/947756/1.jpg?9466,jumia,Chambre Adulte,2026-06-11 18:52:00,True,Milieu (1500-4000),jumia_2915
"Sac de rangement pour vêtements en tissu non tissé, léger et pliable",49.0,110.0,56.0,https://www.jumia.ma/generic-sac-de-rangement-pour-vetements-en-tissu-non-tisse-leger-et-pliable-67564844.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/846576/1.jpg?7770,jumia,Chambre Adulte,2026-06-11 18:52:11,True,Entrée (<500),jumia_2918
Étagère murale 3 niveaux Blanc 50 x 40 x 20 cm – Design moderne pour bureau élégant,499.0,500.0,1.0,https://www.jumia.ma/generic-etagere-murale-3-niveaux-blanc-50-x-40-x-20-cm-design-moderne-pour-bureau-elegant-67743638.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/634776/1.jpg?4381,jumia,Chambre Adulte,2026-06-11 18:52:07,True,Entrée (<500),jumia_2923
"Table de nuit Table d’appoint, Table de chevet Bois MDF Blanc",503.1,700.0,28.0,https://www.jumia.ma/generic-table-de-nuit-table-dappoint-table-de-chevet-bois-mdf-blanc-67723443.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/432776/1.jpg?5358,jumia,Chambre Adulte,2026-06-11 18:52:11,True,Économique (500-1500),jumia_2930
Kitea Table De Chevet LARA  Avec 1 Tiroir + 1 Niche - Chêne,1290.0,,0.0,https://www.jumia.ma/kitea-table-de-chevet-lara-avec-1-tiroir-1-niche-chene-62660723.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/706626/1.jpg?2561,jumia,Chambre Adulte,2026-06-11 18:51:46,False,Économique (500-1500),jumia_2936
Kitea Lit SPOSAMI 160x200 Avec Planche Sommier - Blanc / Chêne,3995.0,4990.0,20.0,https://www.jumia.ma/kitea-lit-sposami-160x200-avec-planche-sommier-blanc-chene-67401619.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/610476/1.jpg?1060,jumia,Chambre Adulte,2026-06-11 18:51:13,True,Milieu (1500-4000),jumia_2950
RICHBOND Matelas Roulé R Sensorio 90X190 En Mousse ABS Haute Densité - Confort Mi-Ferme - Certifié Anti-Allergique - Garantie 6 ans,1316.0,1385.0,5.0,https://www.jumia.ma/richbond-matelas-roule-r-sensorio-90x190-en-mousse-abs-haute-densite-confort-mi-ferme-certifie-anti-allergique-garantie-6-ans-67253377.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/335276/1.jpg?9575,jumia,Chambre Adulte,2026-06-11 18:50:40,True,Économique (500-1500),jumia_2952
SALIDOR Matelas Black vibe (90x190cm) - En ressort ensachés et mousse haute résilience,2997.0,3996.0,25.0,https://www.jumia.ma/salidor-matelas-black-vibe-90x190cm-en-ressort-ensaches-et-mousse-haute-resilience-67644486.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/444676/1.jpg?4990,jumia,Chambre Adulte,2026-06-11 18:51:52,True,Milieu (1500-4000),jumia_2969
Moustiquaire Pliante à Élégance Dormer en Toute Tranquillité,175.0,215.0,19.0,https://www.jumia.ma/generic-moustiquaire-pliante-a-elegance-dormer-en-toute-tranquillite-67982529.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/528976/1.jpg?8630,jumia,Chambre Adulte,2026-06-11 18:50:50,True,Entrée (<500),jumia_2981
Kitea COMMODE EASYLIFE 3 Tiroirs - Chêne,599.0,699.0,14.0,https://www.jumia.ma/kitea-commode-easylife-3-tiroirs-chene-67002271.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/220076/1.jpg?3303,jumia,Chambre Adulte,2026-06-11 18:50:40,True,Économique (500-1500),jumia_3015
SALIDOR Matelas Dorsotopia (140x190 cm) -  En ressort  et mousse haute qualite,2415.75,3221.0,25.0,https://www.jumia.ma/salidor-matelas-dorsotopia-140x190-cm-en-ressort-et-mousse-haute-qualite-67644493.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/444676/1.jpg?4997,jumia,Chambre Adulte,2026-06-11 18:51:52,True,Milieu (1500-4000),jumia_3019
Kitea Table De Chevet LINATE + 2 tiroirs - Blanc / Chêne Beige,1090.0,,0.0,https://www.jumia.ma/kitea-table-de-chevet-linate-2-tiroirs-blanc-chene-beige-62104101.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/140126/1.jpg?1805,jumia,Chambre Adulte,2026-06-11 18:52:00,False,Économique (500-1500),jumia_3035
table de canapé pour chambre à coucher,699.0,1000.0,30.0,https://www.jumia.ma/generic-table-de-canape-pour-chambre-a-coucher-67218461.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/481276/1.jpg?6451,jumia,Chambre Adulte,2026-06-11 18:51:52,True,Économique (500-1500),jumia_3037
Table d'appoint moderne (Komud) 40*24*28 cm,269.1,450.0,40.0,https://www.jumia.ma/generic-table-dappoint-moderne-komud-402428-cm-67411236.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/211476/1.jpg?5307,jumia,Chambre Adulte,2026-06-11 18:51:22,True,Entrée (<500),jumia_3042
Table de chevet flottante en chêne blanc,600.0,,0.0,https://www.jumia.ma/generic-table-de-chevet-flottante-en-chene-blanc-52705560.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/550725/1.jpg?4581,jumia,Chambre Adulte,2026-06-11 18:52:07,False,Économique (500-1500),jumia_3044
"Kitea Table de chevet NAIA - 1 tiroir + 1 niche - 40,4 x 40 x 49,5 cm - Blanc",495.0,,0.0,https://www.jumia.ma/kitea-table-de-chevet-naia-1-tiroir-1-niche-404-x-40-x-495-cm-blanc-67987973.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/978976/1.jpg?2994,jumia,Chambre Adulte,2026-06-11 18:51:52,False,Entrée (<500),jumia_3056
General Table de chevet Table de nuit 38*28*26 cm,549.0,750.0,27.0,https://www.jumia.ma/general-table-de-chevet-table-de-nuit-382826-cm-65816834.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/861856/1.jpg?0703,jumia,Chambre Adulte,2026-06-11 18:51:52,True,Économique (500-1500),jumia_3062
Commode haute Lammelo 92 cm lamelles blanc pieds dorés,2499.0,,0.0,https://www.jumia.ma/generic-commode-haute-lammelo-92-cm-lamelles-blanc-pieds-dores-62378215.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/287326/1.jpg?7620,jumia,Chambre Adulte,2026-06-11 18:51:46,False,Milieu (1500-4000),jumia_3067
"chaise longue de loisirs, chaise d'air de stockage portable, jardin extérieur, ménage, nouveau Matelas & Sommiers",249.0,700.0,64.0,https://www.jumia.ma/generic-chaise-longue-de-loisirs-chaise-dair-de-stockage-portable-jardin-exterieur-menage-nouveau-matelas-sommiers-66295530.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/559266/1.jpg?5022,jumia,Chambre Adulte,2026-06-11 18:51:39,True,Entrée (<500),jumia_3076
"Kitea Chevet Azuka 1 Tiroir – 43,9 x 33,2 x 34,5 cm – Wengé",394.0,,0.0,https://www.jumia.ma/kitea-chevet-azuka-1-tiroir-439-x-332-x-345-cm-wenge-68001868.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/810086/1.jpg?1801,jumia,Chambre Adulte,2026-06-11 18:52:21,False,Entrée (<500),jumia_3087
Kitea Commode LENYBELARDO - Chêne / Blanc,1990.0,2990.0,33.0,https://www.jumia.ma/kitea-commode-lenybelardo-chene-blanc-65786933.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/968756/1.jpg?3436,jumia,Chambre Adulte,2026-06-11 18:51:22,True,Milieu (1500-4000),jumia_3104
Commode avec 3 tiroirs Armoire d'appoint,759.0,1000.0,24.0,https://www.jumia.ma/generic-commode-avec-3-tiroirs-armoire-dappoint-67765656.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/656776/1.jpg?2635,jumia,Chambre Adulte,2026-06-11 18:51:22,True,Économique (500-1500),jumia_3107
aMatelas Gonflable 2 Places Confort (191 x 137 x 22 cm) - Surface Veloutée Robuste,826.95,,0.0,https://www.jumia.ma/generic-amatelas-gonflable-2-places-confort-191-x-137-x-22-cm-surface-veloutee-robuste-67795254.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/259776/1.jpg?3732,jumia,Chambre Adulte,2026-06-11 18:52:17,False,Économique (500-1500),jumia_3120
Armoire Démontable 3 BATTANTS - 10 Compartiments,193.0,599.0,68.0,https://www.jumia.ma/generic-armoire-demontable-3-battants-10-compartiments-46387396.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/378364/1.jpg?7245,jumia,Chambre Adulte,2026-06-11 18:50:40,True,Entrée (<500),jumia_3129
SALIDOR Matelas Black vibe (90x200 cm) - En ressort ensachés et mousse haute résilience,3291.0,4388.0,25.0,https://www.jumia.ma/salidor-matelas-black-vibe-90x200-cm-en-ressort-ensaches-et-mousse-haute-resilience-67644511.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/544676/1.jpg?5017,jumia,Chambre Adulte,2026-06-11 18:51:30,True,Milieu (1500-4000),jumia_3135
Magnifique- Coiffeuse Aggloméré Coiffeuse Style champêtre,1999.0,,0.0,https://www.jumia.ma/generic-magnifique-coiffeuse-agglomere-coiffeuse-style-champetre-40819280.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/291804/1.jpg?9508,jumia,Chambre Adulte,2026-06-11 18:50:59,False,Milieu (1500-4000),jumia_3143
"Table de nuit flottante,étagère de chevet murale MARRON",259.0,450.0,42.0,https://www.jumia.ma/generic-table-de-nuit-flottanteetagere-de-chevet-murale-marron-65808544.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/580856/1.jpg?1325,jumia,Chambre Adulte,2026-06-11 18:50:50,True,Entrée (<500),jumia_3146
Kitea Chevet STELLA - Rose / Blanc,790.0,,0.0,https://www.jumia.ma/kitea-chevet-stella-rose-blanc-62660715.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/706626/1.jpg?2561,jumia,Chambre Adulte,2026-06-11 18:51:30,False,Économique (500-1500),jumia_3149
Une table d'appoint intelligente (table en C) conçue pour être pratique,390.0,530.0,26.0,https://www.jumia.ma/generic-une-table-dappoint-intelligente-table-en-c-concue-pour-etre-pratique-67607135.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/170676/1.jpg?0126,jumia,Chambre Adulte,2026-06-11 18:51:52,True,Entrée (<500),jumia_3151
Fores WARD Table de chevet chêne,523.0,750.0,30.0,https://www.jumia.ma/fores-ward-table-de-chevet-chene-64027569.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/572046/1.jpg?8038,jumia,Chambre Adulte,2026-06-11 18:50:50,True,Économique (500-1500),jumia_3153
Kitea SET LIT KIERAN Avec SOMMIER + 2 CHEVETS - CHÊNE/NOIR,5590.0,,0.0,https://www.jumia.ma/kitea-set-lit-kieran-avec-sommier-2-chevets-chnenoir-67174370.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/347176/1.jpg?7908,jumia,Chambre Adulte,2026-06-11 18:50:40,False,Premium (4000-10k),jumia_3167
Kitea CHEVET TWENTY - Blanc / Chêne / Gris,1095.0,,0.0,https://www.jumia.ma/kitea-chevet-twenty-blanc-chene-gris-67001280.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/210076/1.jpg?6219,jumia,Chambre Adulte,2026-06-11 18:52:11,False,Économique (500-1500),jumia_3176
Table de chevet beige avec 2 tiroir,584.1,849.0,31.0,https://www.jumia.ma/generic-table-de-chevet-beige-avec-2-tiroir-67574177.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/147576/1.jpg?6283,jumia,Chambre Adulte,2026-06-11 18:51:22,True,Économique (500-1500),jumia_3181
SALIDOR Matelas Black vibe (140x200 cm) - En ressort ensachés et mousse haute résilience,4210.5,5614.0,25.0,https://www.jumia.ma/salidor-matelas-black-vibe-140x200-cm-en-ressort-ensaches-et-mousse-haute-resilience-67644512.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/544676/1.jpg?5019,jumia,Chambre Adulte,2026-06-11 18:51:30,True,Premium (4000-10k),jumia_3197
"Armoire de rangement en tissu 130×45×175 cm avec structure métallique, étagères multiples et barre de suspension – STORAGE WARDROBE Modèle 88130",219.0,299.0,27.0,https://www.jumia.ma/armoire-de-rangement-en-tissu-13045175-cm-avec-structure-metallique-etageres-multiples-et-barre-de-suspension-storage-wardrobe-modele-88130-generic-mpg1554571.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/859476/1.jpg?3765,jumia,Chambre Adulte,2026-06-11 18:52:07,True,Entrée (<500),jumia_3202
Kitea Commode BELLEVUE + 1 Tiroir + 2 Portes - Noir / Marron Foncé,795.0,990.0,20.0,https://www.jumia.ma/kitea-commode-bellevue-1-tiroir-2-portes-noir-marron-fonce-62104043.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/040126/1.jpg?1748,jumia,Chambre Adulte,2026-06-11 18:50:59,True,Économique (500-1500),jumia_3211
2pcs Table de chevet Marron. 60×25×25 cm,489.0,750.0,35.0,https://www.jumia.ma/generic-2pcs-table-de-chevet-marron.-602525-cm-67997484.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/479976/1.jpg?4853,jumia,Chambre Adulte,2026-06-11 18:52:21,True,Entrée (<500),jumia_3216
Kitea Commode AALBORG Avec 3 Tiroirs - Blanc / Chêne,1390.0,1990.0,30.0,https://www.jumia.ma/kitea-commode-aalborg-avec-3-tiroirs-blanc-chene-62107371.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/370126/1.jpg?4684,jumia,Chambre Adulte,2026-06-11 18:51:13,True,Économique (500-1500),jumia_3218
Matelas Gonflable 2 Places Confort (191 x 137 x 22 cm) - Surface Veloutée Robuste,826.95,,0.0,https://www.jumia.ma/matelas-gonflable-2-places-confort-191-x-137-x-22-cm-surface-veloutee-robuste-generic-mpg1602399.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/129776/1.jpg?4889,jumia,Chambre Adulte,2026-06-11 18:52:11,False,Économique (500-1500),jumia_3232
"General Table de nuit murale en bois , armoire de chevet noir moderne pour chambre à coucher, 42 x 29 x 30 cm",739.0,750.0,2.0,https://www.jumia.ma/general-table-de-nuit-murale-en-bois-armoire-de-chevet-noir-moderne-pour-chambre-a-coucher-42-x-29-x-30-cm-65704397.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/340756/1.jpg?4477,jumia,Chambre Adulte,2026-06-11 18:51:39,True,Économique (500-1500),jumia_3242
Table de chevet Galata,999.0,1400.0,29.0,https://www.jumia.ma/generic-table-de-chevet-galata-67827908.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/972876/1.jpg?6865,jumia,Chambre Adulte,2026-06-11 18:52:17,True,Économique (500-1500),jumia_3248
SALIDOR Matelas Dorsoligne (140x200 cm) - En mousse haute qualité,2913.75,3885.0,25.0,https://www.jumia.ma/salidor-matelas-dorsoligne-140x200-cm-en-mousse-haute-qualite-67644497.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/444676/1.jpg?5000,jumia,Chambre Adulte,2026-06-11 18:51:39,True,Milieu (1500-4000),jumia_3255
Table de chevet avec 2 tiroir Table de chambre à coucher,593.1,900.0,34.0,https://www.jumia.ma/generic-table-de-chevet-avec-2-tiroir-table-de-chambre-a-coucher-67670283.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/207676/1.jpg?6462,jumia,Chambre Adulte,2026-06-11 18:51:13,True,Économique (500-1500),jumia_3266
Porte manteaux en Métal 2 Niveaux avec 8 Tiges  ( 172cm X 42cm ),199.0,300.0,34.0,https://www.jumia.ma/generic-porte-manteaux-en-metal-2-niveaux-avec-8-tiges-172cm-x-42cm-33624840.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/842633/1.jpg?3668,jumia,Chambre Adulte,2026-06-11 18:52:21,True,Entrée (<500),jumia_3292
Kitea TABLE DE CHEVET GAUCHE LYON 1 TIROIR Et 1 NICHE - Blanc,990.0,,0.0,https://www.jumia.ma/kitea-table-de-chevet-gauche-lyon-1-tiroir-et-1-niche-blanc-67206165.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/160276/1.jpg?0909,jumia,Chambre Adulte,2026-06-11 18:52:07,False,Économique (500-1500),jumia_3299
SALIDOR Matelas Dorsotopia (160x190 cm) -  En ressort  et mousse haute qualité,2866.5,3822.0,25.0,https://www.jumia.ma/salidor-matelas-dorsotopia-160x190-cm-en-ressort-et-mousse-haute-qualite-67644472.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/444676/1.jpg?4980,jumia,Chambre Adulte,2026-06-11 18:51:39,True,Milieu (1500-4000),jumia_3306
"Moustiquaire Pour Lit peut être plié, pratique à transporter",99.0,,0.0,https://www.jumia.ma/generic-moustiquaire-pour-lit-peut-etre-plie-pratique-a-transporter-40471887.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/817404/1.jpg?0775,jumia,Chambre Adulte,2026-06-11 18:50:59,False,Entrée (<500),jumia_3312
Table de Chevet Modulaire -Étagère flottante pour table de nuit murale,379.0,420.0,10.0,https://www.jumia.ma/generic-table-de-chevet-modulaire-etagere-flottante-pour-table-de-nuit-murale-65429224.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/292456/1.jpg?5351,jumia,Chambre Adulte,2026-06-11 18:52:11,True,Entrée (<500),jumia_3342
Kitea Table Basse BAILEY- Beige Clair,995.0,,0.0,https://www.jumia.ma/kitea-table-basse-bailey-beige-clair-62104135.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/140126/1.jpg?1215,jumia,Chambre Adulte,2026-06-11 18:50:50,False,Économique (500-1500),jumia_3346
Kitea COMMODE SOFIA 5 Tiroirs - Chêne,1795.0,,0.0,https://www.jumia.ma/kitea-commode-sofia-5-tiroirs-chene-66437695.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/673466/1.jpg?9723,jumia,Chambre Adulte,2026-06-11 18:50:50,False,Milieu (1500-4000),jumia_3349
"Table d'appoint moderne en C Petite table basse mobile en bois et métal pour canapé, salon et ordinateur portable Polyvalente et compacte",169.0,240.0,30.0,https://www.jumia.ma/generic-table-dappoint-moderne-en-c-petite-table-basse-mobile-en-bois-et-metal-pour-canape-salon-et-ordinateur-portable-polyvalente-et-compacte-67947453.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/474976/1.jpg?1231,jumia,Chambre Adulte,2026-06-11 18:52:17,True,Entrée (<500),jumia_3361
"table de nuit en bois mdf avec poignées en métal, armoire de chevet beige moderne pour chambre à coucher, salon, 40 x 35 x 60 cm",759.0,850.0,11.0,https://www.jumia.ma/generic-table-de-nuit-en-bois-mdf-avec-poignees-en-metal-armoire-de-chevet-beige-moderne-pour-chambre-a-coucher-salon-40-x-35-x-60-cm-67251569.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/515276/1.jpg?3997,jumia,Chambre Adulte,2026-06-11 18:51:13,True,Économique (500-1500),jumia_3362
Set de 2 Mini commodes à deux tiroirs multifonctionnel en plastique.,34.0,49.0,31.0,https://www.jumia.ma/generic-set-de-2-mini-commodes-a-deux-tiroirs-multifonctionnel-en-plastique.-67177121.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/177176/1.jpg?7997,jumia,Chambre Adulte,2026-06-11 18:51:30,True,Entrée (<500),jumia_3371
Table de chevet 3 etagere modern mdf blanc,299.0,349.99,15.0,https://www.jumia.ma/generic-table-de-chevet-3-etagere-modern-mdf-blanc-67191432.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/419176/1.jpg?9638,jumia,Chambre Adulte,2026-06-11 18:51:30,True,Entrée (<500),jumia_3373
COMMODE 1 PORTE ET 3 TIROIRS SEVENTIES VERSION BOIS,3599.0,,0.0,https://www.jumia.ma/generic-commode-1-porte-et-3-tiroirs-seventies-version-bois-62378225.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/287326/1.jpg?7614,jumia,Chambre Adulte,2026-06-11 18:52:00,False,Milieu (1500-4000),jumia_3381
Kitea Table De Chevet HOLTEN - Chêne / Blanc,1090.0,,0.0,https://www.jumia.ma/kitea-table-de-chevet-holten-chene-blanc-65937679.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/673956/1.jpg?0371,jumia,Chambre Adulte,2026-06-11 18:52:17,False,Économique (500-1500),jumia_3401
Siège gonflable portable pour détente à domicile,299.0,399.0,25.0,https://www.jumia.ma/generic-siege-gonflable-portable-pour-detente-a-domicile-67882067.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/028876/1.jpg?4337,jumia,Chambre Adulte,2026-06-11 18:52:17,True,Entrée (<500),jumia_3405
SALIDOR Matelas Energia (180x190 cm) - En mousse haute qualité,3244.5,4326.0,25.0,https://www.jumia.ma/salidor-matelas-energia-180x190-cm-en-mousse-haute-qualite-67644478.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/444676/1.jpg?4984,jumia,Chambre Adulte,2026-06-11 18:52:11,True,Milieu (1500-4000),jumia_3408
Dolidol Matelas Tonus Gms 190x140,2499.0,,0.0,https://www.jumia.ma/dolidol-matelas-tonus-gms-190x140-65760586.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/506756/1.jpg?1129,jumia,Chambre Adulte,2026-06-11 18:50:59,False,Milieu (1500-4000),jumia_3419
Table de chevet pour chambre à coucher - wood,449.0,550.0,18.0,https://www.jumia.ma/generic-table-de-chevet-pour-chambre-a-coucher-wood-64404344.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/340446/1.jpg?0807,jumia,Chambre Adulte,2026-06-11 18:51:46,True,Entrée (<500),jumia_3421
Kitea Table de chevet NAIA 1 Porte Et 1Tiroir - Chêne,749.0,,0.0,https://www.jumia.ma/kitea-table-de-chevet-naia-1-porte-et-1tiroir-chene-67001441.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/410076/1.jpg?5993,jumia,Chambre Adulte,2026-06-11 18:50:40,False,Économique (500-1500),jumia_3434
étagère latérale moderne et polyvalente 55*35*30 cm,323.1,600.0,46.0,https://www.jumia.ma/generic-etagere-laterale-moderne-et-polyvalente-553530-cm-67130368.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/303176/1.jpg?0644,jumia,Chambre Adulte,2026-06-11 18:52:00,True,Entrée (<500),jumia_3435
Bestway Matelas Gonflable 2 places + Pompe à AIR + 2 Oreiller gonflable,436.0,599.0,27.0,https://www.jumia.ma/matelas-gonflable-2-places-pompe-a-air-2-oreiller-gonflable-bestway-mpg864562.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/295833/1.jpg?1528,jumia,Chambre Adulte,2026-06-11 18:50:50,True,Entrée (<500),jumia_3440
