nom,prix,ancien_prix,remise_pct,url,image_url,site,categorie,date_scraping,en_promotion,gamme_prix,product_id
Kitea TABLE BASSE AJUSTABLE CORTADO ARTISAN OAK - Beige,2295.0,4249.0,46.0,https://www.jumia.ma/kitea-table-basse-ajustable-cortado-artisan-oak-beige-66178115.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/187166/1.jpg?6747,jumia,Salle A Manger,2026-06-11 18:51:37,True,Milieu (1500-4000),jumia_2473
PACK 2 Tables Pliable 1 Noir ET 1 Bleu Pleusieurs Utilisations Table De Lit Table a Manger Table d'ordinateur laptop tablet Mini PC Tables Basses,343.5,572.5,40.0,https://www.jumia.ma/pack-2-tables-pliable-1-noir-et-1-bleu-pleusieurs-utilisations-table-de-lit-table-a-manger-table-dordinateur-laptop-tablet-mini-pc-tables-basses-generic-mpg1561748.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/206576/1.jpg?6958,jumia,Salle A Manger,2026-06-11 18:51:49,True,Entrée (<500),jumia_2485
Table de Camping Pliante en Aluminium 70x70 cm – Table Carrée Portable avec Plateau Enroulable et Sac de Transport – Idéale pour 4 Personnes,239.0,349.0,32.0,https://www.jumia.ma/generic-table-de-camping-pliante-en-aluminium-70x70-cm-table-carree-portable-avec-plateau-enroulable-et-sac-de-transport-ideale-pour-4-personnes-67840621.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/604876/1.jpg?7656,jumia,Salle A Manger,2026-06-11 18:50:48,True,Entrée (<500),jumia_2495
Table console Table d’Appoint Table d'entrée contemporain,550.0,,0.0,https://www.jumia.ma/generic-table-console-table-dappoint-table-dentree-contemporain-48319217.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/291384/1.jpg?4634,jumia,Salle A Manger,2026-06-11 18:50:46,False,Économique (500-1500),jumia_2503
Dansmamaison.ma OSLO Chaise style scandinave - Gris Foncé,452.0,675.0,33.0,https://www.jumia.ma/dansmamaison.ma-oslo-chaise-style-scandinave-gris-fonce-67307134.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/170376/1.jpg?0461,jumia,Salle A Manger,2026-06-11 18:50:39,True,Entrée (<500),jumia_2507
Kitea Table de coin URANUS en verre Noir,1195.0,1999.0,40.0,https://www.jumia.ma/kitea-table-de-coin-uranus-en-verre-noir-65807527.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/570856/1.jpg?5781,jumia,Salle A Manger,2026-06-11 18:51:18,True,Économique (500-1500),jumia_2519
Dansmamaison.ma ASMA Tabouret de bar réglable - Marron,756.0,1250.0,40.0,https://www.jumia.ma/dansmamaison.ma-asma-tabouret-de-bar-reglable-marron-67302490.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/420376/1.jpg?9807,jumia,Salle A Manger,2026-06-11 18:50:39,True,Économique (500-1500),jumia_2522
Kitea Table Basse RESPECT - Noyer / Gris,2499.0,,0.0,https://www.jumia.ma/kitea-table-basse-respect-noyer-gris-64611055.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/011646/1.jpg?3859,jumia,Salle A Manger,2026-06-11 18:51:57,False,Milieu (1500-4000),jumia_2544
Table Basse Fondue CHENE ET NOIR EN BOIS MDF - Ovale - Laqué - Livrée montée,900.0,1250.0,28.0,https://www.jumia.ma/generic-table-basse-fondue-chene-et-noir-en-bois-mdf-ovale-laque-livree-montee-67583166.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/138576/1.jpg?5863,jumia,Salle A Manger,2026-06-11 18:51:49,True,Économique (500-1500),jumia_2551
Kitea TABLE BASSE BUSAN - Chêne,995.0,1695.0,41.0,https://www.jumia.ma/kitea-table-basse-busan-chene-65702143.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/120756/1.jpg?9388,jumia,Salle A Manger,2026-06-11 18:50:46,True,Économique (500-1500),jumia_2555
Design unique en forme de courbe pour un style raffiné,230.51,399.0,42.0,https://www.jumia.ma/generic-design-unique-en-forme-de-courbe-pour-un-style-raffine-67881047.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/018876/1.jpg?9278,jumia,Salle A Manger,2026-06-11 18:51:57,True,Entrée (<500),jumia_2558
Dansmamaison.ma ARUS Chaise de salle a manger - Gris,750.0,,0.0,https://www.jumia.ma/dansmamaison.ma-arus-chaise-de-salle-a-manger-gris-67675226.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/257676/1.jpg?0878,jumia,Salle A Manger,2026-06-11 18:51:20,False,Économique (500-1500),jumia_2571
Kitea Table basse Monaco – 80 × 80 × 44 cm,1395.0,,0.0,https://www.jumia.ma/kitea-table-basse-monaco-80-80-44-cm-67891158.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/119876/1.jpg?1039,jumia,Salle A Manger,2026-06-11 18:51:43,False,Économique (500-1500),jumia_2572
Dimensions ouvert Diam.152 x H.74 cm Matière Structure : En acier finition peinture époxy Gris. Matière Plateau : Polyéthylène Haute Densité (PEHD). Epaisseur Plateau : 4 cm Couleur Pieds : Gris Couleur Plateau : gris Charge maximum supportée : 150 kg,1699.0,,0.0,https://www.jumia.ma/generic-dimensions-ouvert-diam.152-x-h.74-cm-matiere-structure-en-acier-finition-peinture-epoxy-gris.-matiere-plateau-polyethylene-haute-densite-pehd.-epaisseur-plateau-4-cm-couleur-pieds-gris-couleur-plateau-gris-charge-maximum-supportee-150-kg-67161641.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/616176/1.jpg?3752,jumia,Salle A Manger,2026-06-11 18:51:11,False,Milieu (1500-4000),jumia_2578
Bureau Pliable blanc utiliser pour table cuisine aussi 80/50cm,179.0,299.0,40.0,https://www.jumia.ma/bureau-pliable-blanc-utiliser-pour-table-cuisine-aussi-8050cm-generic-mpg1530514.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/491944/1.jpg?3869,jumia,Salle A Manger,2026-06-11 18:50:46,True,Entrée (<500),jumia_2588
Table de travail pour enfant table pour pc en lit,99.0,,0.0,https://www.jumia.ma/generic-table-de-travail-pour-enfant-table-pour-pc-en-lit-37391506.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/519373/1.jpg?8872,jumia,Salle A Manger,2026-06-11 18:50:48,False,Entrée (<500),jumia_2590
Dansmamaison.ma LARA Chaise de salle à manger,547.0,1100.0,50.0,https://www.jumia.ma/dansmamaison.ma-lara-chaise-de-salle-a-manger-67293794.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/739276/1.jpg?5154,jumia,Salle A Manger,2026-06-11 18:50:39,True,Économique (500-1500),jumia_2594
Table de canapé noir,499.0,785.0,36.0,https://www.jumia.ma/generic-table-de-canape-noir-57084667.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/648075/1.jpg?6264,jumia,Salle A Manger,2026-06-11 18:51:57,True,Entrée (<500),jumia_2619
Table d’appoint carrée en bois avec étagère de rangement,323.1,550.0,41.0,https://www.jumia.ma/generic-table-dappoint-carree-en-bois-avec-etagere-de-rangement-67344890.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/844376/1.jpg?2180,jumia,Salle A Manger,2026-06-11 18:51:10,True,Entrée (<500),jumia_2645
Dansmamaison.ma LAURE Fauteuil en tissus bouclette - Beige,1300.0,,0.0,https://www.jumia.ma/dansmamaison.ma-laure-fauteuil-en-tissus-bouclette-beige-67916717.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/761976/1.jpg?4310,jumia,Salle A Manger,2026-06-11 18:51:11,False,Économique (500-1500),jumia_2648
Kitea Table À Manger SAINT TROPEZ - Blanc Brillant,2995.0,3250.0,8.0,https://www.jumia.ma/kitea-table-a-manger-saint-tropez-blanc-brillant-63959430.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/495936/1.jpg?2793,jumia,Salle A Manger,2026-06-11 18:50:48,True,Milieu (1500-4000),jumia_2651
Multifonctionnels Table d'appoint support de café artistique Table utilitaires Table de Lecture Table a Manger,229.0,400.0,43.0,https://www.jumia.ma/generic-multifonctionnels-table-dappoint-support-de-cafe-artistique-table-utilitaires-table-de-lecture-table-a-manger-67911965.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/911976/1.jpg?0010,jumia,Salle A Manger,2026-06-11 18:51:11,True,Entrée (<500),jumia_2659
"Live Edge Coffee Table, Round Coffee Table",390.0,450.0,13.0,https://www.jumia.ma/generic-live-edge-coffee-table-round-coffee-table-63134948.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/943136/1.jpg?5684,jumia,Salle A Manger,2026-06-11 18:51:37,True,Entrée (<500),jumia_2672
Bistro Chaise en tube double en aluminium finition bois,899.0,,0.0,https://www.jumia.ma/bistro-chaise-en-tube-double-en-aluminium-finition-bois-65796192.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/169756/1.jpg?8190,jumia,Salle A Manger,2026-06-11 18:50:48,False,Économique (500-1500),jumia_2682
Dansmamaison.ma IRIS Table ronde tulipe en pierre frittée 80 cm – Noir ( sans les chaises ),1350.0,,0.0,https://www.jumia.ma/dansmamaison.ma-iris-table-ronde-tulipe-en-pierre-frittee-80-cm-noir-sans-les-chaises-67917030.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/071976/1.jpg?4858,jumia,Salle A Manger,2026-06-11 18:50:48,False,Économique (500-1500),jumia_2687
Coffee table 100x50cm,1299.0,1700.0,24.0,https://www.jumia.ma/generic-coffee-table-100x50cm-67171117.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/117176/1.jpg?6042,jumia,Salle A Manger,2026-06-11 18:50:56,True,Économique (500-1500),jumia_2691
Table console étroite console rustique,450.0,,0.0,https://www.jumia.ma/generic-table-console-etroite-console-rustique-52277651.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/677225/1.jpg?3600,jumia,Salle A Manger,2026-06-11 18:50:46,False,Entrée (<500),jumia_2693
Kitea Console WILMA - Chêne,995.0,1050.0,5.0,https://www.jumia.ma/kitea-console-wilma-chene-65807636.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/670856/1.jpg?5796,jumia,Salle A Manger,2026-06-11 18:50:46,True,Économique (500-1500),jumia_2715
meuble TV en bois MDF moderne noyer,850.0,1100.0,23.0,https://www.jumia.ma/generic-meuble-tv-en-bois-mdf-moderne-noyer-67293306.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/339276/1.jpg?2808,jumia,Salle A Manger,2026-06-11 18:51:18,True,Économique (500-1500),jumia_2721
Table d'appoint d'arbre naturel,499.0,599.0,17.0,https://www.jumia.ma/generic-table-dappoint-darbre-naturel-65152344.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/325156/1.jpg?1407,jumia,Salle A Manger,2026-06-11 18:51:37,True,Entrée (<500),jumia_2725
Table en épingle à cheveux en chêne ébène - SELENA,399.0,700.0,43.0,https://www.jumia.ma/generic-table-en-epingle-a-cheveux-en-chene-ebene-selena-53896998.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/969835/1.jpg?5893,jumia,Salle A Manger,2026-06-11 18:51:49,True,Entrée (<500),jumia_2729
Table basse en bois - Gray,490.0,650.0,25.0,https://www.jumia.ma/generic-table-basse-en-bois-gray-54735984.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/953745/1.jpg?1125,jumia,Salle A Manger,2026-06-11 18:51:57,True,Entrée (<500),jumia_2734
Kitea Table à Manger Extensible LEWISVILLE - Beige / Crème,2990.0,3990.0,25.0,https://www.jumia.ma/kitea-table-a-manger-extensible-lewisville-beige-creme-65756096.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/065756/1.jpg?4755,jumia,Salle A Manger,2026-06-11 18:51:27,True,Milieu (1500-4000),jumia_2738
Dansmamaison.ma Lot de 4 chaises Oslo - vert,1611.0,2400.0,33.0,https://www.jumia.ma/dansmamaison.ma-lot-de-4-chaises-oslo-vert-67302386.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/320376/1.jpg?5864,jumia,Salle A Manger,2026-06-11 18:50:48,True,Milieu (1500-4000),jumia_2742
Chaise pour salon– Élégance scandinave et confort raffiné,719.0,934.7,23.0,https://www.jumia.ma/generic-chaise-pour-salon-elegance-scandinave-et-confort-raffine-67122300.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/322176/1.jpg?7251,jumia,Salle A Manger,2026-06-11 18:51:20,True,Économique (500-1500),jumia_2756
Table à manger ronde- Table à manger ronde rustique- Table ronde en bois,349.0,715.0,51.0,https://www.jumia.ma/table-a-manger-ronde-table-a-manger-ronde-rustique-table-ronde-en-bois-generic-mpg1374770.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/472935/1.jpg?9826,jumia,Salle A Manger,2026-06-11 18:51:43,True,Entrée (<500),jumia_2757
Table pliable JUNO noir et effet chêne 104cm,979.0,999.0,2.0,https://www.jumia.ma/generic-table-pliable-juno-noir-et-effet-chene-104cm-65963163.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/136956/1.jpg?8274,jumia,Salle A Manger,2026-06-11 18:50:46,True,Économique (500-1500),jumia_2766
Dansmamaison.ma ARUS Chaise de salle a manger - Noir,750.0,,0.0,https://www.jumia.ma/dansmamaison.ma-arus-chaise-de-salle-a-manger-noir-67675222.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/257676/1.jpg?0876,jumia,Salle A Manger,2026-06-11 18:51:20,False,Économique (500-1500),jumia_2787
Table Basse modern en bois mdf,494.1,750.0,34.0,https://www.jumia.ma/generic-table-basse-modern-en-bois-mdf-67704327.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/340776/1.jpg?3174,jumia,Salle A Manger,2026-06-11 18:51:37,True,Entrée (<500),jumia_2788
Kitea SET TABLE À MANGER PUNE + 4 CHAISES - Beige / Gris,2595.0,3795.0,32.0,https://www.jumia.ma/kitea-set-table-a-manger-pune-4-chaises-beige-gris-65893051.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/039856/1.jpg?7505,jumia,Salle A Manger,2026-06-11 18:50:46,True,Milieu (1500-4000),jumia_2799
Table artisanale réalisée par des artistes marocains à partir de bois d'olivier,599.0,750.0,20.0,https://www.jumia.ma/generic-table-artisanale-realisee-par-des-artistes-marocains-a-partir-de-bois-dolivier-64545326.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/354546/1.jpg?5166,jumia,Salle A Manger,2026-06-11 18:51:27,True,Économique (500-1500),jumia_2814
Dansmamaison.ma LUCIE Chaise de salle a manger – Gris,1050.0,,0.0,https://www.jumia.ma/dansmamaison.ma-lucie-chaise-de-salle-a-manger-gris-67733759.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/733776/1.jpg?5127,jumia,Salle A Manger,2026-06-11 18:51:11,False,Économique (500-1500),jumia_2817
Kitea Table à Manger Extensible LACETTI - Beige / Crème,3990.0,,0.0,https://www.jumia.ma/kitea-table-a-manger-extensible-lacetti-beige-creme-65601328.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/310656/1.jpg?4909,jumia,Salle A Manger,2026-06-11 18:51:10,False,Milieu (1500-4000),jumia_2818
Dansmamaison.ma LAURE Fauteuil en tissus bouclette - Moutarde,1300.0,,0.0,https://www.jumia.ma/dansmamaison.ma-laure-fauteuil-en-tissus-bouclette-moutarde-67916954.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/961976/1.jpg?4710,jumia,Salle A Manger,2026-06-11 18:50:58,False,Économique (500-1500),jumia_2828
Tensai 4 Chaise en polypropylène empilable Salle à Manger café bar Rome Grand Soleil,2000.0,,0.0,https://www.jumia.ma/tensai-4-chaise-en-polypropylene-empilable-salle-a-manger-cafe-bar-rome-grand-soleil-65619194.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/191656/1.jpg?2528,jumia,Salle A Manger,2026-06-11 18:51:11,False,Milieu (1500-4000),jumia_2838
Kitea TABLE BASSE AJUSTABLE CORTADO - Blanc,2295.0,4249.0,46.0,https://www.jumia.ma/kitea-table-basse-ajustable-cortado-blanc-66178113.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/187166/1.jpg?6747,jumia,Salle A Manger,2026-06-11 18:51:37,True,Milieu (1500-4000),jumia_2853
Dansmamaison.ma Lot de 4 chaises Oslo - noir,1611.0,2400.0,33.0,https://www.jumia.ma/dansmamaison.ma-lot-de-4-chaises-oslo-noir-67302385.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/320376/1.jpg?5857,jumia,Salle A Manger,2026-06-11 18:50:48,True,Milieu (1500-4000),jumia_2857
Dansmamaison.ma NANOU Fauteuil pivotant - Vert,2751.0,3950.0,30.0,https://www.jumia.ma/dansmamaison.ma-nanou-fauteuil-pivotant-vert-67302489.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/420376/1.jpg?9806,jumia,Salle A Manger,2026-06-11 18:50:39,True,Milieu (1500-4000),jumia_2865
Table Basse Noyer - Bohih,360.0,450.0,20.0,https://www.jumia.ma/generic-table-basse-noyer-bohih-64553632.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/635546/1.jpg?4368,jumia,Salle A Manger,2026-06-11 18:51:10,True,Entrée (<500),jumia_2869
Kitea Table à Manger NEW COSMIT,2995.0,,0.0,https://www.jumia.ma/kitea-table-a-manger-new-cosmit-67971519.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/517976/1.jpg?2258,jumia,Salle A Manger,2026-06-11 18:51:49,False,Milieu (1500-4000),jumia_2873
Dansmamaison.ma OSLO Chaise style scandinave - Noir,452.0,675.0,33.0,https://www.jumia.ma/dansmamaison.ma-oslo-chaise-style-scandinave-noir-67307181.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/170376/1.jpg?1451,jumia,Salle A Manger,2026-06-11 18:50:58,True,Entrée (<500),jumia_2880
Table d'appoint ronde en noyer - LION,369.0,499.0,26.0,https://www.jumia.ma/generic-table-dappoint-ronde-en-noyer-lion-63134947.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/943136/1.jpg?5685,jumia,Salle A Manger,2026-06-11 18:51:10,True,Entrée (<500),jumia_2885
"Table pliable retractable , bureau etudier , coin caffé ,rangement cuisine ,miroire makiage",249.0,600.0,62.0,https://www.jumia.ma/generic-table-pliable-retractable-bureau-etudier-coin-caffe-rangement-cuisine-miroire-makiage-66100479.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/400166/1.jpg?9085,jumia,Salle A Manger,2026-06-11 18:50:39,True,Entrée (<500),jumia_2887
Table d’Appoint Design Dorée avec Base Noire Élégance Moderne pour Salon,900.0,,0.0,https://www.jumia.ma/generic-table-dappoint-design-doree-avec-base-noire-elegance-moderne-pour-salon-67659589.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/595676/1.jpg?2485,jumia,Salle A Manger,2026-06-11 18:51:18,False,Économique (500-1500),jumia_2891
Kitea Table De Réunion DAVINCI BRERA - Noyer,4999.0,,0.0,https://www.jumia.ma/kitea-table-de-reunion-davinci-brera-noyer-63343336.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/334336/1.jpg?9724,jumia,Salle A Manger,2026-06-11 18:51:43,False,Premium (4000-10k),jumia_2897
Kitea Table Basse Rotative TRAPP - Sonoma / Chêne,1599.0,2095.0,24.0,https://www.jumia.ma/kitea-table-basse-rotative-trapp-sonoma-chene-62940539.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/504926/1.jpg?7644,jumia,Salle A Manger,2026-06-11 18:51:18,True,Milieu (1500-4000),jumia_2899
Kitea Console BOLZANO - Chêne Béton,2595.0,4295.0,40.0,https://www.jumia.ma/kitea-console-bolzano-chene-beton-65752458.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/425756/1.jpg?9126,jumia,Salle A Manger,2026-06-11 18:51:49,True,Milieu (1500-4000),jumia_2902
Table Basse moderne en bois MDF élégant,900.0,1300.0,31.0,https://www.jumia.ma/generic-table-basse-moderne-en-bois-mdf-elegant-67583837.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/838576/1.jpg?0263,jumia,Salle A Manger,2026-06-11 18:51:10,True,Économique (500-1500),jumia_2904
Table Basse Ronde En Bois Rustique - Ivan - 50*50cm,370.0,550.0,33.0,https://www.jumia.ma/generic-table-basse-ronde-en-bois-rustique-ivan-5050cm-64560362.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/306546/1.jpg?2046,jumia,Salle A Manger,2026-06-11 18:50:56,True,Entrée (<500),jumia_2908
"Table d'Appoint, Bout de canapé – Design scandinave blanc & bambou naturel",375.0,487.5,23.0,https://www.jumia.ma/generic-table-dappoint-bout-de-canape-design-scandinave-blanc-bambou-naturel-67123279.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/232176/1.jpg?7383,jumia,Salle A Manger,2026-06-11 18:50:56,True,Entrée (<500),jumia_2927
Dansmamaison.ma ANNA Chaise de salle à manger fleuris,756.0,1300.0,42.0,https://www.jumia.ma/dansmamaison.ma-anna-chaise-de-salle-a-manger-fleuris-67204809.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/840276/1.jpg?2799,jumia,Salle A Manger,2026-06-11 18:51:11,True,Économique (500-1500),jumia_2938
Cmp Un Lot de 4 chaises SCANDI - Kaki,2086.0,5000.0,58.0,https://www.jumia.ma/cmp-un-lot-de-4-chaises-scandi-kaki-64108232.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/280146/1.jpg?8037,jumia,Salle A Manger,2026-06-11 18:50:48,True,Milieu (1500-4000),jumia_2946
Table d'appoint Ronde Chêne Chaud et Noir Ø40cm MDF/Acier Moderne Salon Chambre Bureau Polyvalente,489.0,635.7,23.0,https://www.jumia.ma/generic-table-dappoint-ronde-chene-chaud-et-noir-o40cm-mdfacier-moderne-salon-chambre-bureau-polyvalente-67639367.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/393676/1.jpg?2810,jumia,Salle A Manger,2026-06-11 18:51:43,True,Entrée (<500),jumia_2961
Table de salon,349.0,549.0,36.0,https://www.jumia.ma/generic-table-de-salon-61902057.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/020916/1.jpg?1965,jumia,Salle A Manger,2026-06-11 18:51:37,True,Entrée (<500),jumia_2975
Table pliante de petit-déjeuner en bambou avec poignées modulaires,299.0,,0.0,https://www.jumia.ma/generic-table-pliante-de-petit-dejeuner-en-bambou-avec-poignees-modulaires-38988863.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/888983/1.jpg?3985,jumia,Salle A Manger,2026-06-11 18:51:49,False,Entrée (<500),jumia_2979
Kitea Table À Manger DURO - Beige,2650.0,,0.0,https://www.jumia.ma/kitea-table-a-manger-duro-beige-63959425.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/495936/1.jpg?2796,jumia,Salle A Manger,2026-06-11 18:50:48,False,Milieu (1500-4000),jumia_2983
"Table d'Appoint Circulaire Design ""C"" – Noyer & Métal Noir",320.0,500.0,36.0,https://www.jumia.ma/generic-table-dappoint-circulaire-design-c-noyer-metal-noir-67769369.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/396776/1.jpg?2435,jumia,Salle A Manger,2026-06-11 18:50:46,True,Entrée (<500),jumia_2986
Elg Petite Table d'appoint moderne de forme ovale en bois brûlé et cadre en métal,850.0,2000.0,58.0,https://www.jumia.ma/elg-petite-table-dappoint-moderne-de-forme-ovale-en-bois-brule-et-cadre-en-metal-67374812.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/847376/1.jpg?4026,jumia,Salle A Manger,2026-06-11 18:51:43,True,Économique (500-1500),jumia_2988
Table basse ronde en chêne,349.0,499.0,30.0,https://www.jumia.ma/generic-table-basse-ronde-en-chene-63781194.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/118736/1.jpg?9864,jumia,Salle A Manger,2026-06-11 18:51:18,True,Entrée (<500),jumia_2991
Table basse 120x60cm - SHAM88,850.0,1200.0,29.0,https://www.jumia.ma/generic-table-basse-120x60cm-sham88-67184528.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/548176/1.jpg?9218,jumia,Salle A Manger,2026-06-11 18:50:46,True,Économique (500-1500),jumia_2999
Table Basse Ronde En Bois Rustique - Ivan - 40*50cm,349.0,450.0,22.0,https://www.jumia.ma/generic-table-basse-ronde-en-bois-rustique-ivan-4050cm-64560361.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/306546/1.jpg?2046,jumia,Salle A Manger,2026-06-11 18:50:46,True,Entrée (<500),jumia_3007
"Table d'appoint, petite table d'appoint, en forme de C, table de canapé mobile, table de salon, en forme de C avec cadre en métal, table ronde comme surface de rangement pour canapé pour café et ordinateur portable, 60 x diamètre 39 cm,",430.0,520.0,17.0,https://www.jumia.ma/generic-table-dappoint-petite-table-dappoint-en-forme-de-c-table-de-canape-mobile-table-de-salon-en-forme-de-c-avec-cadre-en-metal-table-ronde-comme-surface-de-rangement-pour-canape-pour-cafe-et-ordinateur-portable-60-x-diametre-39-cm-66400311.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/300466/1.jpg?6768,jumia,Salle A Manger,2026-06-11 18:51:18,True,Entrée (<500),jumia_3023
"Tables pliantes portables en plastique, table pour l'extérieur, le camping, le jardin, vente en gros",1499.0,,0.0,https://www.jumia.ma/generic-tables-pliantes-portables-en-plastique-table-pour-lexterieur-le-camping-le-jardin-vente-en-gros-65704446.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/440756/1.jpg?4485,jumia,Salle A Manger,2026-06-11 18:50:58,False,Économique (500-1500),jumia_3026
Kitea Table À Manger CARPINUS - Marron,2990.0,3695.0,19.0,https://www.jumia.ma/kitea-table-a-manger-carpinus-marron-63959424.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/495936/1.jpg?2794,jumia,Salle A Manger,2026-06-11 18:50:58,True,Milieu (1500-4000),jumia_3070
2 tables de salon,799.0,1400.0,43.0,https://www.jumia.ma/generic-2-tables-de-salon-59752368.html,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/325795/1.jpg?6925,jumia,Salle A Manger,2026-06-11 18:50:56,True,Économique (500-1500),jumia_3074
